'CODIGO';'VALOR'
'V50';'Ocupante de camioneta o furgoneta lesionado por colisión con peatón o animal'
'V51';'Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de pedal'
'V52';'Ocupante de camioneta  o furgoneta lesionado por colisión con vehículo de motor de dos o tres ruedas'
'V53';'Ocupante de camioneta o furgoneta lesionado por colisión con automóvil camioneta o furgoneta'
'V54';'Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de transporte pesado o autobús'
'V55';'Ocupante de camioneta o furgoneta lesionado por colisión con tren o vehículo de rieles'
'V56';'Ocupante de camioneta o furgoneta lesionado por colisión con otros vehículos sin motor'
'V57';'Ocupante de camioneta o furgoneta lesionado por colisión objeto fijo o estacionado'
'V58';'Ocupante de camioneta o furgoneta lesionado en accidente de transporte sin colisión'
'V59';'Ocupante de camioneta o furgoneta lesionado en otros accidentes de transporte y en los no especificados'
'V60';'Ocupante de vehículo de transporte pesado lesionado por colisión con peatón o animal'
'V61';'Ocupante de vehículo de transporte pesado lesionado por colisión con vehículo de pedal'
'V62';'Ocupante de vehículo de transporte pesado lesionado por colisión con vehículo de motor de dos o tres ruedas'
'V63';'Ocupante de vehículo de transporte pesado lesionado por colisión con automóvil camioneta o furgoneta'
'V64';'Ocupante de vehículo de transporte pesado lesionado por colisión con otro vehículo de transporte pesado o autobús'
'V65';'Ocupante de vehículo de transporte pesado lesionado por colisión con tren o vehículo de rieles'
'V66';'Ocupante de vehículo de transporte pesado lesionado por colisión con otros vehículos sin motor'
'V67';'Ocupante de vehículo de transporte pesado lesionado por colisión con objeto fijo o estacionado'
'V68';'Ocupante de vehículo de transporte pesado lesionado en accidente de transporte sin colisión'
'V69';'Ocupante de vehículo de transporte pesado lesionado en otros accidentes de transporte y en los no especificados'
'V70';'Ocupante de autobús lesionado por colisión con peatón o animal'
'V71';'Ocupante de autobús lesionado por colisión con vehículo de pedal'
'V72';'Ocupante de autobús lesionado por colisión con vehículo de motor de dos o tres ruedas'
'V73';'Ocupante de autobús lesionado por colisión con automóvil camioneta o furgoneta'
'V74';'Ocupante de autobús lesionado por colisión con vehículo de transporte pesado o autobús'
'V75';'Ocupante de autobús lesionado por colisión con tren o vehículo de rieles'
'V76';'Ocupante de autobús lesionado por colisión con otros vehículos sin motor'
'V77';'Ocupante de autobús lesionado por colisión con objeto fijo o estacionado'
'V78';'Ocupante de autobús lesionado en accidente de transporte sin colisión'
'V79';'Ocupante de autobús lesionado en otros accidentes de transporte y en los no especificados'
'V80';'Jinete u ocupante de vehículo de tracción animal lesionado en accidente de transporte'
'V81';'Ocupante de tren o vehículo de rieles lesionado en accidente de transporte'
'V82';'Ocupante de tranvía lesionado en accidente de transporte'
'V83';'Ocupante de vehículo especial (de motor) para uso principalmente en plantas industriales lesionado en accidente de transporte'
'V84';'Ocupante de vehículo especial (de motor) para uso principalmente en agricultura lesionado en accidente de transporte'
'V85';'Ocupante de vehículo especial (de motor) para construcción lesionado en accidente de transporte'
'V86';'Ocupante de vehículo especial para todo terreno o de otro vehículo de motor para uso fuera de la carretera lesionado en accidente de transporte'
'V87';'Accidente de tránsito de tipo especificado pero donde se desconoce el modo de transporte de la víctima'
'V88';'Accidente no de tránsito de tipo especificado pero donde se desconoce el modo de transporte de la víctima'
'V89';'Accidente de vehículo de motor o sin motor tipo de vehículo no especificado'
'V90';'Accidente de embarcación que causa ahogamiento y sumersión'
'V91';'Accidente de embarcación que causa otros tipos de traumatismo'
'V92';'Ahogamiento y sumersión relacionados con transporte por agua sin accidente a la embarcación'
'V93';'Accidente en una embarcación sin accidente a la embarcación que no causa ahogamiento o sumersión'
'V94';'Otros accidentes de transporte por agua y los no especificados'
'V95';'Accidente de aeronave de motor con ocupante lesionado'
'V96';'Accidente de aeronave sin motor con ocupante lesionado'
'V97';'Otros accidentes de transporte aéreo especificados'
'V98';'Otros accidentes de transporte especificados'
'V99';'Accidente de transporte no especificado'
'W00';'Caída en el mismo nivel por hielo o nieve'
'W01';'Caída en el mismo nivel por deslizamiento tropezón y traspié'
'W02';'Caída por patines para hielo esquís patines de ruedas o patineta'
'W03';'Otras caídas en el mismo nivel por colisión con o por empujón de otra persona'
'W04';'Caída al ser trasladado o sostenido por otras personas'
'W05';'Caída que implica silla de ruedas'
'W06';'Caída que implica cama'
'W07';'Caída que implica silla'
'W08';'Caída que implica otro mueble'
'W09';'Caída que implica equipos para juegos infantiles'
'W10';'Caída en o desde escalera o escalones'
'W11';'Caída en o desde escalera manuales'
'W12';'Caída en o desde andamio'
'W13';'Caída desde fuera o a través de un edificio u otra construcción'
'W14';'Caída desde un árbol'
'W15';'Caída desde peñasco'
'W16';'Salto o zambullida dentro del agua que causa otro traumatismo sin sumersión o ahogamiento'
'W17';'Otras caídas de un nivel a otro'
'W18';'Otras caídas en el mismo nivel'
'W19';'Caída no especificada'
'W20';'Golpe por objeto arrojado proyectado o que cae'
'W21';'Golpe contra o golpeado por equipo para deportes'
'W22';'Golpe contra o golpeado por otros objetos'
'W23';'Atrapado aplastado trabado o apretado en o entre objetos'
'W24';'Contacto traumático con dispositivos de elevación o transmisión no clasificado en otra parte'
'W25';'Contacto traumático con vidrio cortante'
'W26';'Contacto traumático con cuchillo espada daga o puñal'
'W27';'Contacto traumático con herramientas manuales sin motor'
'W28';'Contacto traumático con cortadora de césped con motor'
'W29';'Contacto traumático con otras herramientas manuales y artefactos del hogar con motor'
'W30';'Contacto traumático con maquinaria agrícola'
'W31';'Contacto traumático con otras maquinarias y las no especificadas'
'W32';'Disparo de arma corta'
'W33';'Disparo de rifle escopeta y arma larga'
'W34';'Disparo de otras armas de fuego y las no especificadas'
'W35';'Explosión y rotura de caldera'
'W36';'Explosión y rotura de cilindro con gas'
'W37';'Explosión y rotura de neumático tubo o manguera de goma presurizada'
'W38';'Explosión y rotura de otros dispositivos presurizados especificado'
'W39';'Explosión de fueros artificiales'
'W40';'Explosión de otros materiales'
'W41';'Exposición a chorro de alta presión'
'W42';'Exposición al ruido'
'W43';'Exposición a vibraciones'
'W44';'Cuerpo extraño que penetra por el ojo u orificio natural'
'W45';'Cuerpo extraño que penetra a través de la piel'
'W46';'Contacto traumático con aguja hipodérmica'
'W49';'Exposición a otras fuerzas mecánicas inanimadas y las no especificadas'
'W50';'Aporreo golpe mordedura patada rasguño o torcedura infligidos por otra persona'
'W51';'Choque o empellón contra otra persona'
'W52';'Persona aplastada empujada o pisoteada por una multitud o estampida humana'
'W53';'Mordedura de rata'
'W54';'Mordedura o ataque de perro'
'W55';'Mordedura o ataque de otros mamíferos'
'W56';'Contacto traumático con animales marinos'
'W57';'Mordedura o picadura de insectos y otros artrópodos no venenosos'
'W58';'Mordedura o ataque de cocodrilo o caimán'
'W59';'Mordedura o aplastamiento por otros reptiles'
'W60';'Contacto traumático con aguijones espinas u hojas cortantes de plantas'
'W64';'Exposición a otras fuerzas mecánicas animadas y las no especificadas'
'W65';'Ahogamiento y sumersión mientras se está en la bañera'
'W66';'Ahogamiento y sumersión consecutivos a caída en la bañera'
'W67';'Ahogamiento y sumersión mientras se está en una piscina'
'W68';'Ahogamiento y sumersión consecutivos a caída en una piscina'
'W69';'Ahogamiento y sumersión mientras se está en aguas naturales'
'W70';'Ahogamiento y sumersión posterior a caída en aguas naturales'
'W73';'Otros ahogamientos y sumersiones especificados'
'W74';'Ahogamiento y sumersión no especificados'
'W75';'Sofocación y estrangulamiento accidental en la cama'
'W76';'Otros estrangulamientos y ahorcamientos accidentales'
'W77';'Obstrucción de la respiración debida a hundimiento caída de tierra u otras sustancias'
'W78';'Inhalación de contenidos gástricos'
'W79';'Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias'
'W80';'Inhalación e ingestión de otros objetos que causan obstrucción de las vías respiratorias'
'W81';'Confinado o atrapado en un ambiente con bajo contenido de oxígeno'
'W83';'Otras obstrucciones especificadas de la respiración'
'W84';'Obstrucción no especificada de la respiración'
'W85';'Exposición a líneas de transmisión eléctrica'
'W86';'Exposición a otras corrientes eléctricas especificadas'
'W87';'Exposición a corriente eléctrica no especificada'
'W88';'Exposición a radiación ionizante'
'W89';'Exposición a fuente de luz visible y ultravioleta de origen artificial'
'W90';'Exposición a otros tipos de radiación no ionizante'
'W91';'Exposición a radiación de tipo no especificado'
'W92';'Exposición a calor excesivo de origen artificial'
'W93';'Exposición a frío excesivo de origen artificial'
'W94';'Exposición a presión de aire alta y baja y a cambios en la presión del aire'
'W99';'Exposición a otros factores ambientales y a los no especificados de origen artificial'
'X00';'Exposición a fuego no controlado en edificio u otra construcción'
'X01';'Exposición a fuego no controlado en lugar que no es edificio u otra construcción'
'X02';'Exposición a fuego controlado en edificio u otra construcción'
'X03';'Exposición a fuego controlado en lugar que no es edificio u otra construcción'
'X04';'Exposición a ignición de material altamente inflamable'
'X05';'Exposición a ignición o fusión de ropas de dormir'
'X06';'Exposición a ignición o fusión de otras ropas y accesorios'
'X08';'Exposición a otros humos fuegos o llamas especificados'
'X09';'Exposición a humos fuegos o llamas no especificados'
'X10';'Contacto con bebidas alimentos grasas y aceites para cocinar calientes'
'X11';'Contacto con agua caliente corriente'
'X12';'Contacto con otros líquidos calientes'
'X13';'Contacto con vapor de agua y otros vapores calientes'
'X14';'Contacto con aire y gases calientes'
'X15';'Contacto con utensilios domésticos calientes'
'X16';'Contacto con radiadores cañerías y artefactos para calefacción calientes'
'X17';'Contacto con máquinas motores y herramientas calientes'
'X18';'Contacto con otros metales calientes'
'X19';'Contacto con otras sustancias calientes y las no especificadas'
'X20';'Contacto traumático con serpientes y lagartos venenosos'
'X21';'Contacto traumático con arañas venenosas'
'X22';'Contacto traumático con escorpión'
'X23';'Contacto traumático con avispones avispas y abejas'
'X24';'Contacto traumático con centípodos y miriápodos venenosos (tropicales)'
'X25';'Contacto traumático con otros artrópodos venenosos'
'X26';'Contacto traumático con animales y plantas marinas venenosos'
'X27';'Contacto traumático con otros animales venenosos especificados'
'X28';'Contacto traumático con otras plantas venenosas especificadas'
'X29';'Contacto traumático con animales y plantas venenosos no especificados'
'X30';'Exposición al calor natural excesivo'
'X31';'Exposición al frío natural excesivo'
'X32';'Exposición a rayos solares'
'X33';'Víctima de rayo'
'X34';'Víctima de terremoto'
'X35';'Víctima de erupción volcánica'
'X36';'Víctima de avalancha derrumbe y otros movimientos de tierra'
'X37';'Víctima de tormenta cataclísmica'
'X38';'Víctima de inundación'
'X39';'Exposición a otras fuerzas de la naturaleza y las no especificadas'
'X40';'Envenenamiento accidental por y exposición a analgésicos no narcóticos antipiréticos y antirreumáticos'
'X41';'Envenenamiento accidental por y exposición a drogas antiepilépticas sedantes hipnóticas antiparkinsonianas y psicotrópicas no clasificadas en otra parte'
'X42';'Envenenamiento accidental por y exposición a narcóticos y psicodislépticos [alucinógenos] no clasificados en otra parte'
'X43';'Envenenamiento accidental por y exposición a otras drogas que actúan sobre el sistema nervioso autónomo'
'X44';'Envenenamiento accidental por y exposición a otras drogas medicamentos y sustancias biológicas y los no especificados'
'X45';'Envenenamiento accidental por y exposición al alcohol'
'X46';'Envenenamiento accidental por y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores'
'X47';'Envenenamiento accidental por y exposición a otros gases y vapores'
'X48';'Envenenamiento accidental por y exposición a plaguicidas'
'X49';'Envenenamiento accidental por y exposición a otros productos químicos y sustancias nocivas y los no especificados'
'X50';'Exceso de esfuerzo y movimientos extenuantes y repetitivos'
'X51';'Viajes y desplazamientos'
'X52';'Permanencia prolongada en ambiente sin gravedad'
'X53';'Privación de alimentos'
'X54';'Privación de agua'
'X57';'Privación no especificada'
'X58';'Exposición a otros factores especificados'
'X59';'Exposición a factores no especificados'
'X60';'Envenenamiento autoinfligido intencionalmente por y exposición a analgésicos no narcóticos antipiréticos y antirreumáticos'
'X61';'Envenenamiento autoinfligido intencionalmente por y exposición a drogas antiepilépticas sedantes hipnóticas antiparkinsonianas y psicotrópicas no clasificadas en otra parte'
'X62';'Envenenamiento autoinfligido intencionalmente por y exposición a narcóticos y psicodislépticos [alucinógenos] no clasificados en otra parte'
'X63';'Envenenamiento autoinfligido intencionalmente por y exposición a otras drogas que actúan sobre el sistema nervioso autónomo'
'X64';'Envenenamiento autoinfligido intencionalmente por y exposición a otras drogas medicamentos y sustancias biológicas y los no especificados'
'X65';'Envenenamiento autoinfligido intencionalmente por y exposición al alcohol'
'X66';'Envenenamiento autoinfligido intencionalmente por y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores'
'X67';'Envenenamiento autoinfligido intencionalmente por y exposición a otros gases y vapores'
'X68';'Envenenamiento autoinfligido intencionalmente por y exposición a plaguicidas'
'X69';'Envenenamiento autoinfligido intencionalmente por y exposición a otros productos químicos y sustancias nocivas y los no especificados'
'X70';'Lesión autoinfligida intencionalmente por ahorcamiento estrangulamiento o sofocación'
'X71';'Lesión autoinfligida intencionalmente por ahogamiento y sumersión'
'X72';'Lesión autoinfligida intencionalmente por disparo de arma corta'
'X73';'Lesión autoinfligida intencionalmente por disparo de rifle escopeta y arma larga'
'X74';'Lesión autoinfligida intencionalmente por disparo de otras armas de fuego y las no especificadas'
'X75';'Lesión autoinfligida intencionalmente por material explosivo'
'X76';'Lesión autoinfligida intencionalmente por humo fuego y llamas'
'X77';'Lesión autoinfligida intencionalmente por vapor de agua vapores y objetos calientes'
'X78';'Lesión autoinfligida intencionalmente por objeto cortante'
'X79';'Lesión autoinfligida intencionalmente por objeto romo o sin filo'
'X80';'Lesión autoinfligida intencionalmente al saltar desde un lugar elevado'
'X81';'Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento'
'X82';'Lesión autoinfligida intencionalmente por colisión de vehículo de motor'
'X83';'Lesión autoinfligida intencionalmente por otros medios especificados'
'X84';'Lesión autoinfligida intencionalmente por medios no especificados'
'X85';'Agresión con drogas medicamentos y sustancias biológicas'
'X86';'Agresión con sustancia corrosiva'
'X87';'Agresión con plaguicidas'
'X88';'Agresión con gases y vapores'
'X89';'Agresión con otros productos químicos y sustancias nocivas especificadas'
'X90';'Agresión con productos químicos y sustancias nocivas no especificadas'
'X91';'Agresión por ahorcamiento estrangulamiento y sofocación'
'X92';'Agresión por ahogamiento y sumersión'
'X93';'Agresión con disparo de arma corta'
'X94';'Agresión con disparo de rifle escopeta y arma larga'
'X95';'Agresión con disparo de otras armas de fuego y las no especificadas'
'X96';'Agresión con material explosivo'
'X97';'Agresión con humo fuego y llamas'
'X98';'Agresión con vapor de agua vapores y objetos calientes'
'X99';'Agresión con objeto cortante'
'Y00';'Agresión con objeto romo o sin filo'
'Y01';'Agresión por empujón desde un lugar elevado'
'Y02';'Agresión por empujar o colocar a la víctima delante de objeto en movimiento'
'Y03';'Agresión por colisión de vehículo de motor'
'Y04';'Agresión con fuerza corporal'
'Y05';'Agresión sexual con fuerza corporal'
'Y06';'Negligencia y abandono'
'Y07';'Otros maltratos'
'Y08';'Agresión por otros medios especificados'
'Y09';'Agresión por medios no especificados'
'Y10';'Envenenamiento por y exposición a analgésicos no narcóticos antipiréticos y antirreumáticos de intención no determinada'
'Y11';'Envenenamiento por y exposición a drogas antiepilépticas sedantes hipnóticas antiparkinsonianas y psicotrópicas no clasificadas en otra parte de intención no determinada'
'Y12';'Envenenamiento por y exposición a narcóticos y psicodislépticos [alucinógenos] no clasificados en otra parte de intención no determinada'
'Y13';'Envenenamiento por y exposición a otras drogas que actúan sobre el sistema nervioso autónomo de intención no determinada'
'Y14';'Envenenamiento por y exposición a otras drogas medicamentos y sustancias biológicas y las no especificadas de intención no determinada'
'Y15';'Envenenamiento por y exposición al alcohol de intención no determinada'
'Y16';'Envenenamiento por y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores de intención no determinada'
'Y17';'Envenenamiento por y  exposición a otros gases y vapores de intención no determinada'
'Y18';'Envenenamiento por y exposición a plaguicidas de intención no determinada'
'Y19';'Envenenamiento por y exposición a otros productos químicos y sustancias nocivas y los no especificados de intención no determinada'
'Y20';'Ahorcamiento estrangulamiento y sofocación de intención no determinada'
'Y21';'Ahogamiento y sumersión de intención no determinada'
'Y22';'Disparo de arma corta de intención no determinada'
'Y23';'Disparo de rifle escopeta y arma larga de intención no determinada'
'Y24';'Disparo de otras armas de fuego y las no especificadas de intención no determinada'
'Y25';'Contacto traumático con material explosivo de intención no determinada'
'Y26';'Exposición al humo fuego y llamas de intención no determinada'
'Y27';'Contacto con vapor de agua vapores y objetos calientes de intención no determinada'
'Y28';'Contacto traumático con objeto cortante de intención no determinada'
'Y29';'Contacto traumático con objeto romo o sin filo de intención no determinada'
'Y30';'Caída salto o empujón desde lugar elevado de intención no determinada'
'Y31';'Caída permanencia o carrera delante o hacia objeto en movimiento de intención no determinada'
'Y32';'Colisión de vehículo de motor de intención no determinada'
'Y33';'Otros eventos especificados de intención no determinada'
'Y34';'Evento no especificado de intención no determinada'
'Y35';'Intervención legal'
'Y36';'Operaciones de guerra'
'Y40';'Efectos adversos de antibióticos sistémicos'
'Y41';'Efectos adversos de otros antiinfecciosos y antiparasitarios sistémicos'
'Y42';'Efectos adversos de hormonas y sus sustitutos sintéticos y antagonistas no clasificados en otra parte'
'Y43';'Efectos adversos de agentes sistémicos primarios'
'Y44';'Efectos adversos de agentes que afectan primariamente los constituyentes de la sangre'
'Y45';'Efectos adversos de drogas analgésicas antipiréticas y antiinflamatorias'
'Y46';'Efectos adversos de drogas antiepilépticas y antiparkinsonianas'
'Y47';'Efectos adversos de drogas sedantes hipnóticas y ansiolíticas'
'Y48';'Efectos adversos de gases anestésicos y terapéuticos'
'Y49';'Efectos adversos de drogas psicotrópicas no especificadas en otra parte'
'Y50';'Efectos adversos de estimulantes del sistema nervioso central no clasificados en otra parte'
'Y51';'Efectos adversos de drogas que afectan primariamente el sistema nervioso autónomo'
'Y52';'Efectos adversos de agentes que afectan primariamente el sistema cardiovascular'
'Y53';'Efectos adversos de agentes que afectan primariamente el sistema gastrointestinal'
'Y54';'Efectos adversos de agentes que afectan primariamente el equilibrio hídrico y el metabolismo mineral y del ácido úrico'
'Y55';'Efectos adversos de agentes que actúan primariamente sobre los músculos lisos y estriados y sobre el sistema respiratorio'
'Y56';'Efectos adversos de agentes tópicos que afectan primariamente la piel y las membranas mucosas y drogas oftalmológicas otorrinolaringológicas y dentales'
'Y57';'Efectos adversos de otras drogas y medicamentos y los no especificados'
'Y58';'Efectos adversos de vacunas bacterianas'
'Y59';'Efectos adversos de otras vacunas y sustancias biológicas y las no especificadas'
'Y60';'Corte punción perforación o hemorragia no intencional durante la atención médica y quirúrgica'
'Y61';'Objeto extraño dejado accidentalmente en el cuerpo durante la atención médica y quirúrgica'
'Y62';'Fallas en la esterilización durante la atención médica y quirúrgica'
'Y63';'Falla en la dosificación durante la atención médica y quirúrgica'
'Y64';'Medicamentos o sustancias biológicas contaminados'
'Y65';'Otros incidentes durante la atención médica y quirúrgica'
'Y66';'No administración de la atención médica y quirúrgica'
'Y69';'Incidentes no especificados durante la atención médica y quirúrgica'
'Y70';'Dispositivos de anestesiología asociados con incidentes adversos'
'Y71';'Dispositivos cardiovasculares asociados con incidentes adversos'
'Y72';'Dispositivos otorrinolaringológicos asociados con incidentes adversos'
'Y73';'Dispositivos de gastroenterología y urología asociados con incidentes adversos'
'Y74';'Dispositivos para uso hospitalario general y personal asociados con incidentes adversos'
'Y75';'Dispositivos neurológicos asociados con incidentes adversos'
'Y76';'Dispositivos ginecológicos y obstétricos asociados con incidentes adversos'
'Y77';'Dispositivos oftálmicos asociados con incidentes adversos'
'Y78';'Aparatos radiológicos asociados con incidentes adversos'
'Y79';'Dispositivos ortopédicos asociados con incidentes adversos'
'Y80';'Aparatos de medicina física asociados con incidentes adversos'
'Y81';'Dispositivos de cirugía general y plástica asociados con incidentes adversos'
'Y82';'Otros dispositivos médicos y los no especificados asociados con incidentes adversos'
'Y83';'Cirugía y otros procedimientos quirúrgicos como la causa de reacción anormal del paciente o de complicación posterior sin mención de incidente en el momento de efectuar el procedimiento'
'Y84';'Otros procedimientos médicos como la causa de reacción anormal del paciente o de complicación posterior sin mención de incidente en el momento de efectuar el procedimiento'
'Y85';'Secuelas de accidentes de transporte'
'Y86';'Secuelas de otros accidentes'
'Y87';'Secuelas de lesiones autoinfligidas intencionalmente agresiones y eventos de intención no determinada'
'Y88';'Secuelas con atención médica y quirúrgica como causa externa'
'Y89';'Secuelas de otras causas externas'
'Y90';'Evidencia de alcoholismo determinada por el nivel de alcohol en la sangre'
'Y91';'Evidencia de alcoholismo determinada por el nivel de intoxicación'
'Y95';'Afección nosocomial'
'Y96';'Afección relacionada con el trabajo'
'Y97';'Afección relacionada con la contaminación ambiental'
'Y98';'Afección relacionada con el estilo de vida'
'Z00';'Examen general e investigación de personas sin quejas o sin diagnóstico informado'
'Z01';'Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado'
'Z02';'Exámenes y contactos para fines administrativos'
'Z03';'Observación y evaluación médicas por sospecha de enfermedades y afecciones'
'Z04';'Examen y observación por otras razones'
'Z08';'Examen de seguimiento consecutivo al tratamiento por tumor maligno'
'Z09';'Examen de seguimiento consecutivo a tratamiento por otras afecciones diferentes a tumores malignos'
'Z10';'Control general de salud de rutina de subpoblaciones definidas'
'Z11';'Examen de pesquisa especial para enfermedades infecciosas y parasitarias'
'Z12';'Examen de pesquisa especial para tumores'
'Z13';'Examen de pesquisa especial para otras enfermedades y trastornos'
'Z20';'Contacto con y exposición a enfermedades transmisibles'
'Z21';'Estado de infección asintomática por el virus de la inmunodeficiencia humana [VIH]'
'Z22';'Portador de agente de enfermedad infecciosa'
'Z23';'Necesidad de inmunización contra enfermedad bacteriana única'
'Z24';'Necesidad de inmunización contra ciertas enfermedades virales'
'Z25';'Necesidad de inmunización contra otras enfermedades virales únicas'
'Z26';'Necesidad de inmunización contra otras enfermedades infecciosas únicas'
'Z27';'Necesidad de inmunización contra combinaciones de enfermedades infecciosas'
'Z28';'Inmunización no realizada'
'Z29';'Necesidad de otras medidas profilácticas'
'Z30';'Atención para la anticoncepción'
'Z31';'Atención para la procreación'
'Z32';'Examen y prueba del embarazo'
'Z33';'Estado de embarazo incidental'
'Z34';'Supervisión de embarazo normal'
'Z35';'Supervisión de embarazo de alto riesgo'
'Z36';'Pesquisas prenatales'
'Z37';'Producto del parto'
'Z38';'Nacidos vivos según lugar de nacimiento'
'Z39';'Examen y atención del postparto'
'Z40';'Cirugía profiláctica'
'Z41';'Procedimientos para otros propósitos que no sean los de mejorar el estado de salud'
'Z42';'Cuidados posteriores a la cirugía plástica'
'Z43';'Atención de orificios artificiales'
'Z44';'Prueba y ajuste de dispositivos protésicos externos'
'Z45';'Asistencia y ajuste de dispositivos implantados'
'Z46';'Prueba y ajuste de otros dispositivos'
'Z47';'Otros cuidados posteriores a la ortopedia'
'Z48';'Otros cuidados posteriores a la cirugía'
'Z49';'Cuidados relativos al procedimiento de diálisis'
'Z50';'Atención por el uso de procedimientos de rehabilitación'
'Z51';'Otra atención médica'
'Z52';'Donantes de órganos y tejidos'
'Z53';'Persona en contacto con los servicios de salud para procedimientos específicos no realizados'
'Z54';'Convalecencia'
'Z55';'Problemas relacionados con la educación y la alfabetización'
'Z56';'Problemas relacionados con el empleo y el desempleo'
'Z57';'Exposición a factores de riesgo ocupacional'
'Z58';'Problemas relacionados con el ambiente físico'
'Z59';'Problemas relacionados con la vivienda y las circunstancias económicas'
'Z60';'Problemas relacionados con el ambiente social'
'Z61';'Problemas relacionados con hechos negativos en la niñez'
'Z62';'Otros problemas relacionados con la crianza del niño'
'Z63';'Otros problemas relacionados con el grupo primario de apoyo inclusive circunstancias familiares'
'Z64';'Problemas relacionados con ciertas circunstancias psicosociales'
'Z65';'Problemas relacionados con otras circunstancias psicosociales'
'Z70';'Consulta relacionada con actitud conducta u orientación sexual'
'Z71';'Personas en contacto con los servicios de salud por otras consultas y consejos médicos no clasificados en otra parte'
'Z72';'Problemas relacionados con el estilo de vida'
'Z73';'Problemas relacionados con dificultades con el modo de vida'
'Z74';'Problemas relacionados con dependencia del prestador de servicios'
'Z75';'Problemas relacionados con facilidades de atención médica u otros servicios de salud'
'Z76';'Personas en contacto con los servicios de salud por otras circunstancias'
'Z80';'Historia familiar de tumor maligno'
'Z81';'Historia familiar de trastornos mentales y del comportamiento'
'Z82';'Historia familiar de ciertas discapacidades y enfermedades crónicas incapacitantes'
'Z83';'Historia familiar de otros trastornos específicos'
'Z84';'Historia familiar de otras afecciones'
'Z85';'Historia personal de tumor maligno'
'Z86';'Historia personal de algunas otras enfermedades'
'Z87';'Historia personal de otras enfermedades y afecciones'
'Z88';'Historia personal de alergia a drogas medicamentos y sustancias biológicas'
'Z89';'Ausencia adquirida de miembros'
'Z90';'Ausencia adquirida de órganos no clasificada en otra parte'
'Z91';'Historia personal de factores de riesgo no clasificados en otra parte'
'Z92';'Historia personal de tratamiento médico'
'Z93';'Aberturas artificiales'
'Z94';'Órganos y tejidos trasplantados'
'Z95';'Presencia de implantes e injertos cardiovasculares'
'Z96';'Presencia de otros implantes funcionales'
'Z97';'Presencia de otros dispositivos'
'Z98';'Otros estados postquirúrgicos'
'Z99';'Dependencia de máquinas y dispositivos capacitantes no clasificada en otra parte'
